,Game_ID,Rated_(T/F),Number_of_Turns,Game_Status,Winner,Time_Increment,Moves,Opening_Eco,Opening_Ply,Game_Duration,Elo_Difference,Duration_Category,Opening,Time_Per_Move,White_Rating_Tier,Black_Rating_Tier,Average Time
18271,tlgtUT1X,True,57,mate,white,10+0,e4 e6 d4 d6 c4 c6 Nc3 Be7 h3 Nf6 Nf3 Rg8 a3 h6 b4 Nfd7 Bf4 Nf6 Bd3 Nh5 Bh2 g6 Ra2 e5 d5 Na6 c5 dxc5 Bxa6 bxa6 bxc5 Bxc5 O-O Bd4 Nxd4 exd4 Qxd4 cxd5 Nxd5 Be6 Qa4+ Bd7 Qd4 Be6 Re2 Rc8 g4 Ng7 Nf6+ Kf8 Nh7+ Ke8 Nf6+ Kf8 Bd6+ Qxd6 Qxd6#,C00,4,6.88,104,Short,Rat Defense: Small Center Defense,0.12,Intermediate,Intermediate,0.02
18272,VUU4p9h6,True,58,resign,black,10+0,d3 e6 e3 d5 d4 Nf6 b3 Nc6 Nc3 Bb4 Bd2 O-O Rb1 Bxc3 Bxc3 Ne4 Qd3 Qf6 f3 Qh4+ g3 Nxg3 hxg3 Qxh1 b4 Qxg1 b5 Ne7 Bb4 Re8 Bc5 b6 Bb4 Qxg3+ Ke2 e5 Be1 Qh2+ Bf2 e4 fxe4 dxe4 Qxe4 Bd7 Qd3 Bg4+ Ke1 Nd5 e4 Nf4 Qe3 Ng2+ Bxg2 Qxg2 Rb2 Rxe4 Qxe4 Qxe4+,A00,1,5.93,-342,Short,Mieses Opening,0.1,Intermediate,Advanced,0.02
18273,6gcZ6qX7,True,126,mate,black,10+0,d4 c5 c3 cxd4 Qxd4 Nc6 Qd1 Qb6 Bd2 Nf6 Be3 Qxb2 Nd2 Qxc3 Rc1 Qa3 Nc4 Qb4+ Bd2 Qb5 e3 Qh5 f3 e5 Be2 Qg6 e4 Qxg2 Be3 Qxh1 Nd6+ Bxd6 Qxd6 Qxh2 Rc2 Qh4+ Bf2 Qg5 Nh3 Qg2 Ng1 Nd4 Qxe5+ Ne6 Bd3 O-O Bc5 Re8 Rxg2 b6 Bb4 Nc5 Bxc5 Rxe5 Bd4 Re6 Bb5 Kh8 Bc4 Rd6 Be5 Rc6 Bxf7 d6 Bxf6 Bd7 Bd4 Rc1+ Kf2 Rc2+ Ne2 h6 Bd5 Rf8 Bxg7+ Kh7 Bxf8 Bb5 Bg8+ Kh8 Bg7+ Kxg8 Bxh6+ Kf7 Rg7+ Ke6 Kg3 Bxe2 Rxa7 Rc3 Kf2 Bxf3 Bg7 Rd3 Rb7 Bxe4 Rxb6 Rd2+ Ke3 Rg2 a3 Bd5 Bb2 Kd7 Kd4 Bc6 Rb4 Rg4+ Kc3 Rg3+ Kd4 d5 a4 Rg4+ Kc5 Rg5 Kd4 Kd6 Ba3 Ke6 Rb6 Kd7 a5 Rg4+ Kc5 Rc4#,A43,2,16.71,-324,Short,Old Benoni Defense,0.13,Intermediate,Advanced,0.01
18274,RqJzPGA5,True,98,draw,draw,10+0,d3 g6 e3 Nf6 Be2 Bg7 c3 O-O Bd2 d5 d4 Nc6 Bd3 b6 Nf3 Ne4 Qe2 Nxd2 Nbxd2 e6 Nb3 Ne7 Nfd2 Bb7 Bb5 c6 Bd3 Nf5 O-O-O Nd6 Rhg1 b5 Nf3 Nc4 Bxc4 bxc4 Nc5 Rb8 g4 Qa5 a3 Qc7 h4 Rfd8 h5 Bf8 hxg6 fxg6 Ng5 Bxc5 dxc5 Qe5 Rh1 Qxg5 Qf3 Rf8 Qg3 Qf6 f4 a5 g5 Qf5 Qh4 Rf7 Rd4 e5 fxe5 Qxe5 Rdd1 Qxe3+ Kb1 Ra8 Qh2 Qe4+ Ka1 a4 Rdf1 Raf8 Rxf7 Rxf7 Qb8+ Kg7 Qh2 Qg4 Qxh7+ Kf8 Qh8+ Ke7 Qe5+ Qe6 Qc7+ Qd7 Qe5+ Qe6 Qc7+ Qd7 Qe5+ Qe6,A00,1,16.72,-19,Short,Mieses Opening,0.17,Intermediate,Intermediate,0.01
18275,iO9kF8tj,True,155,mate,white,10+0,e4 e5 Nf3 d6 d4 Nd7 dxe5 Nc5 exd6 Bxd6 e5 Be7 Qxd8+ Kxd8 Bg5 f6 exf6 Bxf6 Bxf6+ Nxf6 Ne5 Be6 Bc4 Rf8 Nc3 Bxc4 Nxc4 Re8+ Ne2 Nce4 Rd1+ Nd7 f3 Ng5 Rd2 Ne6 Ne5 Re7 Nxd7 Rxd7 Rxd7+ Kxd7 O-O Ke7 Rd1 Rf8 Nd4 Nxd4 Rxd4 Rc8 Kf2 c5 Rh4 h6 Rg4 g5 Ra4 a6 Re4+ Kf6 c4 Rd8 Ke3 Rd1 Ke2 Rh1 h3 Rh2 Kf2 Rh1 Re1 Rxe1 Kxe1 Kf5 g3 h5 Ke2 h4 g4+ Kf4 a4 Kg3 Ke3 Kxh3 Ke4 Kg3 Kf5 h3 Kxg5 h2 f4 h1=Q f5 Qc1+ Kg6 Qxc4 f6 Qe4+ Kg7 Qxg4+ Kf8 Qe6 f7 Qh6+ Ke8 Qg6 Ke7 Qg5+ Ke8 Qe5+ Kf8 Qd6+ Kg8 Qg6+ Kf8 Qxf7+ Kxf7 Kf2 Ke6 Ke3 Kd5 Kd2 Kxc5 Kc2 Kb6 Kxb2 a5 Kb3 Kxb7 Ka4 Kxa6 Kb4 Kb6 Ka4 a6 Kb4 a7 Ka4 a8=Q+ Kb4 Qc6 Ka3 Kc5 Kb3 Kd4 Kb4 Qc5+ Ka4 Qb6 Ka3 Kc4 Ka2 Kc3 Ka3 Qb3#,C41,6,11.03,157,Short,Philidor Defense: Hanham Variation,0.07,Intermediate,Intermediate,0.01
18276,gbgnjbNI,True,48,resign,black,10+0,g3 e6 Bg2 f6 Nc3 g6 d4 h6 Be3 d6 Qd3 d5 Qxg6+ Ke7 Qg7+ Bxg7 O-O-O Qd6 Nf3 Qb4 h4 h5 g4 Bh6 Bxh6 Nxh6 gxh5 Ng4 Rh3 Nxf2 Rg3 Nxd1 Nxd1 Rxh5 Rg7+ Kd6 Rg6 Bd7 Rxf6 Nc6 Ng5 Nxd4 Bxd5 Nxe2+ Kb1 Nc3+ Ka1 Nxd1,A00,1,4.41,-36,Short,Hungarian Opening,0.09,Intermediate,Intermediate,0.02
18277,ZtVuFECP,True,31,resign,white,10+0,d4 d5 e3 e6 c3 Nc6 Bb5 Bd7 Na3 Nf6 Bd3 Bd6 Nf3 e5 Nxe5 Nxe5 dxe5 Bxe5 Nb5 c6 Nd4 O-O Nf3 Bg4 Qb3 Bd6 Qxb7 Bxf3 gxf3 Nh5 Qxc6,D00,3,2.01,45,Short,Queen's Pawn Game #2,0.06,Intermediate,Intermediate,0.03
18278,FybMg6Rv,True,20,resign,black,10+0,d3 e5 c4 Bc5 Qd2 Qh4 g3 Qf6 Nf3 Nh6 Nc3 Ng4 e3 Qxf3 Be2 Qxh1+ Bf1 Nxh2 Ne4 Nf3+,A00,2,2.5,95,Short,Mieses Opening: Reversed Rat,0.13,Intermediate,Intermediate,0.05
18279,nhq9awB5,True,20,draw,draw,10+0,e4 e5 Qh5 d6 Bc4 g6 Qf3 Qe7 d3 h5 h4 Bg4 Qe3 Bh6 f4 Bxf4 Qf2 Bxc1 g3 Bxb2,C20,3,1.86,-11,Short,King's Pawn Game: Wayward Queen Attack,0.09,Intermediate,Intermediate,0.05
18280,38ykyCNO,True,118,mate,black,10+0,d4 Nf6 e3 d5 f4 e6 Bd3 Be7 Nf3 h6 Bd2 Nc6 Nc3 a6 Ne2 Nb4 Bxb4 Bxb4+ c3 Be7 Qa4+ c6 Qd1 b5 b3 a5 Rb1 Ba6 a4 O-O Bc2 b4 cxb4 Bxb4+ Nd2 Ne4 Bxe4 dxe4 Ng3 Qd5 Rb2 g6 Ne2 Bxe2 Qxe2 Bc3 Rb1 f5 O-O Bxd2 Qxd2 Rfb8 Qc3 Rb4 Qd2 Rxb3 Rxb3 Qxb3 Rc1 Qd5 Ra1 Rb8 h3 Rb4 Kh2 Kf7 Qf2 Qb3 Qh4 Qxe3 Qxh6 Qxd4 Qh7+ Qg7 Qh4 Qxa1 Qd8 Rd4 Qc7+ Ke8 Qxc6+ Ke7 Qc5+ Rd6 Qa7+ Rd7 Qc5+ Ke8 Qc8+ Ke7 Qc5+ Kf7 Qc6 Re7 Qc5 Qxa4 Qc3 Qb4 Qc6 a4 Qa6 a3 h4 e3 g3 Qb2+ Kh3 a2 h5 gxh5 Kh4 Qh2+ Kg5 Qxg3+ Kxh5 Qg4+ Kh6 Qg6#,D00,4,15.75,-49,Short,Queen's Pawn Game #3,0.13,Intermediate,Intermediate,0.01
18281,lnvGsZGT,True,70,resign,black,10+0,c4 Nf6 d4 Rg8 Nc3 g6 e4 Nh5 Be2 Ng7 f4 e6 Nf3 d6 O-O Nd7 Re1 Nb6 d5 Bd7 dxe6 Bxe6 Ng5 Rh8 Be3 h6 Nxe6 Nxe6 f5 gxf5 exf5 Ng5 Bd4 Rg8 Bh5+ Be7 f6 Ne6 fxe7 Qxe7 Nd5 Nxd5 cxd5 Rxg2+ Kxg2 Qg5+ Bg4 Qxd5+ Bf3 Qg5+ Kh1 O-O-O Be3 Qb5 Qc2 Rf8 a4 Qe5 Bxa7 Qf4 Rf1 Nd4 Bxb7+ Kxb7 Qc4 Qe4+ Kg1 Ne2+ Kf2 Qxc4,A50,3,10.51,343,Short,Indian Game: Normal Variation,0.15,Advanced,Intermediate,0.01
18282,BiM9Wrvr,True,32,mate,black,10+0,d4 d5 b3 c5 Nf3 Bg4 h3 Bxf3 gxf3 Nf6 Bg2 Nc6 dxc5 e5 Na3 Bxc5 Nb1 Qb6 Bd2 Bxf2+ Kf1 Bg3 e3 d4 Qe2 O-O f4 exf4 Bxc6 Qxc6 exf4 Qxh1#,D00,2,3.96,-444,Short,Queen's Pawn Game,0.12,Intermediate,Advanced,0.03
18283,MMELMVEy,True,47,resign,white,10+0,e4 d6 Bc4 e6 Nf3 Nd7 d4 e5 dxe5 Rb8 Ng5 Qe7 Nxf7 Nxe5 Nxh8 Nxc4 Nc3 Nf6 Bg5 Nxb2 Qf3 Bg4 Qf4 Qe6 Bxf6 gxf6 Nd5 Bh6 Nxc7+ Ke7 Qxh6 Qxe4+ Kf1 Rxh8 Re1 Qxe1+ Kxe1 Nd1 Qg7+ Kd8 Qxh8+ Kxc7 Qg7+ Kc6 Qxg4 Nc3 Qc4+,B07,2,8.85,426,Short,Pirc Defense #4,0.19,Advanced,Intermediate,0.02
18284,IFanZ6Do,True,103,mate,white,10+0,d3 d5 e3 e5 Nd2 f5 Rb1 c5 b3 Nf6 Ba3 Be7 Bb2 Nc6 Ndf3 Qc7 Qd2 O-O Qe2 d4 e4 fxe4 Ng5 exd3 Qxd3 g6 Qc4+ Kg7 Ne6+ Bxe6 Qxe6 Rae8 Qc4 e4 Ne2 Qa5+ c3 dxc3 Bxc3 Qxa2 Ra1 Qc2 Rc1 Qd3 Bxf6+ Bxf6 Qxc5 Qxb3 Nc3 Qb4 Qe3 Qb2 Bb5 Rd8 O-O Rd3 Qxa7 Rxc3 Qxb7+ Kh6 Rxc3 Qxc3 Bxc6 Bh4 g3 Bg5 Bxe4 Qd2 f3 Be3+ Kh1 Qe2 Qb1 Rf6 Re1 Qf2 Rxe3 Qxe3 Qb5 Rb6 Qe8 Qe1+ Kg2 Rb2+ Kh3 Qf1+ Kh4 Rxh2+ Kg4 Qh3+ Kf4 g5+ Ke3 Qxg3 Qe6+ Kh5 Qf7+ Kh6 Qf6+ Kh5 Qf7+ Kh6 Qxh7#,A00,1,12.64,-528,Short,Mieses Opening,0.12,Intermediate,Advanced,0.01
18285,mv5f8CLk,True,111,resign,white,10+0,d4 e5 c3 exd4 Qxd4 Nc6 Qc4 Nf6 Bg5 h6 Bxf6 Qxf6 Nf3 Ne5 Nxe5 Qxe5 f4 Qe3 Qxc7 Qc1+ Kf2 Qc2 Qe5+ Be7 Qb5 O-O Na3 Bh4+ g3 Qe4 gxh4 Qxh1 Qb4 Qxh2+ Bg2 Qxh4+ Kf3 Qh5+ Kf2 d6 Nb5 Bh3 Bxh3 Qxh3 Qxd6 Rad8 Qe5 Qh2+ Kf3 Qh3+ Kf2 f6 Qe4 Rde8 Qd5+ Kh8 e4 Qh4+ Kf3 a6 Nd6 Rd8 Rd1 Qh3+ Ke2 Qg2+ Ke3 Qg3+ Ke2 Qg4+ Ke3 Kh7 Rh1 Qg3+ Kd4 Qf2+ Kd3 Qf3+ Kc2 Qxh1 e5 fxe5 Qxh1 Rxd6 fxe5 Re6 Qe4+ Kg8 Qxb7 Rf2+ Kb3 Rxe5 Qa8+ Kh7 Qxa6 Rf4 a3 h5 Qd6 Rb5+ Ka2 Rff5 Qd3 g6 c4 Rb6 Qd4 Re6 Qd7+ Kh6 Qxe6,A40,2,11.04,28,Short,Englund Gambit,0.1,Intermediate,Intermediate,0.01
18286,MOgMOpDe,True,57,mate,white,10+0,e4 e6 Bc4 d6 Bb5+ Nd7 Nh3 a6 Ba4 b6 O-O Bb7 d3 c6 Re1 b5 Bb3 a5 c3 a4 Bc2 c5 f4 Nb6 f5 e5 d4 cxd4 cxd4 Nf6 dxe5 dxe5 Qxd8+ Rxd8 Bg5 Nc4 b3 Nd6 bxa4 bxa4 Bxa4+ Ke7 Nc3 h6 Bh4 g5 Bf2 g4 Nd5+ Nxd5 exd5 Bxd5 Rxe5+ Kf6 Rxd5 Be7 Bd4#,C00,2,9.54,210,Short,French Defense #2,0.17,Intermediate,Intermediate,0.02
18287,tFagRWln,True,86,resign,black,10+0,d3 Nf6 e3 d5 g3 e5 Ne2 Nc6 Bg2 e4 Rg1 exd3 Qxd3 Be6 Qb5 Qc8 Nd2 Bd6 Nf4 Bxf4 gxf4 O-O Nf3 Bh3 Ng5 Bf5 Bxd5 a6 Qc5 Nd7 Bxf7+ Rxf7 Qd5 Qe8 Nxf7 Qxf7 Qf3 Bxc2 b3 Qe7 Qd5+ Kh8 Bb2 Nf6 Qc4 Be4 Bxf6 Qxf6 Qxe4 Qxa1+ Ke2 Qxg1 f5 Qg5 h4 Qf6 b4 h6 h5 Rf8 Qc4 Qxf5 f4 Qxh5+ Kd2 Qh2+ Kc3 Qg1 Qc5 Qc1+ Kd3 Qxc5 bxc5 b6 Kc4 bxc5 Kxc5 Ne7 Kd4 h5 Ke4 h4 Kf3 Ng6 Kg2 c5,A00,1,16.26,-378,Short,Mieses Opening,0.19,Intermediate,Advanced,0.01
18288,mbKyVXW4,True,83,outoftime,white,10+0,e4 e5 Nf3 Nf6 g3 Nxe4 Qe2 d5 Bg2 Nc6 d3 Nd6 Bg5 f6 Bd2 Bg4 Rg1 Bxf3 Bxf3 Nd4 Qd1 e4 Bh5+ g6 Nc3 gxh5 Nxd5 Nf3+ Kf1 Nxh2+ Kg2 Ng4 Rf1 f5 Bg5 Qxg5 Nxc7+ Kd7 Nxa8 Ne5 dxe4 fxe4 Re1 Qf5 f4 Nf7 c4 Rg8 Rc1 Qxf4 Qa4+ b5 Qxa7+ Ke6 Nc7+ Kf6 Qd4+ Qe5 Rf1+ Nf5 Ne8+ Ke6 Qb6+ N7d6 Nc7+ Kf7 Rc3 Rxg3+ Rxg3 Qxg3+ Kh1 h4 Rxf5+ Nxf5 Qg1 Qf3+ Qg2 Ng3+ Kh2 Qg4 Qf2+ Kg7 Qd4+,C42,4,11.91,-427,Short,Petrov's Defense,0.14,Intermediate,Advanced,0.01
18289,IARFuAEL,True,25,resign,black,10+0,e4 e5 Nf3 h6 Nxe5 Qe7 d4 Nf6 Bd3 g5 f3 Rg8 Be3 Nh5 O-O Nc6 d5 Nxe5 Bd4 Nf4 Bxe5 Qxe5 Re1 Qxb2 Nc3,C40,3,1.73,205,Short,King's Knight Opening,0.07,Intermediate,Intermediate,0.04
18290,LcKbtZKS,True,114,resign,black,10+0,d4 Nf6 c3 g6 a3 Bg7 Nd2 O-O Rb1 d5 Nb3 Nc6 Bg5 Bf5 Rc1 e5 Bxf6 Bxf6 dxe5 Nxe5 Nc5 Bg5 Nxb7 Qb8 Ra1 Qxb7 h4 Bf6 b4 a5 bxa5 Rxa5 Nf3 Nc4 Nd2 Bxc3 e3 Bxa1 Bxc4 Rxa3 O-O dxc4 Nxc4 Ra4 Nd2 Raa8 Nf3 Rfd8 Nd4 Bxd4 exd4 Bd7 Qe2 Bb5 Qe7 Bxf1 Kxf1 Ra1+ Ke2 Qb5+ Kf3 Qf5+ Kg3 Qd3+ f3 Qxd4 Qxc7 Ra7 Qc2 Qd6+ Kh3 Qe6+ Kh2 Ra2 Qc7 Qd6+ Qxd6 Rxd6 Kh3 Rdd2 Kg3 Rxg2+ Kh3 Rh2+ Kg3 Rag2+ Kf4 Rxh4+ Ke3 Rh3 Kf4 Rgg3 Ke4 Rxf3 Kd4 Rh4+ Ke5 Rf5+ Kd6 Rd4+ Ke7 Re4+ Kd6 Ref4 Ke7 h5 Ke8 Re4+ Kd7 Rd5+ Kc6 Rdd4 Kc5 h4,A45,2,13.51,-282,Short,Indian Game,0.12,Intermediate,Intermediate,0.01
18291,7QrdnbRb,True,123,outoftime,white,10+0,d3 e5 e3 d5 Nd2 Bb4 Rb1 Nf6 b3 Bc3 Ba3 d4 b4 dxe3 fxe3 Qd7 Ne2 Nd5 Rb3 Qc6 b5 Qf6 Nxc3 Nxe3 Qe2 Nxc2+ Kd1 Nd4 Nce4 Qe6 Ng5 Qf5 Qe3 Nxb3 Nxb3 Qg4+ Nf3 Nd7 Be2 Qe6 Nc5 Nxc5 Bxc5 f6 Qc1 Qxa2 Nd4 exd4 Bxd4 Qb3+ Kd2 Qb4+ Bc3 Qxb5 d4 Qg5+ Kd1 Qxg2 Bb5+ c6 Re1+ Kf7 Bc4+ Kg6 Qb1+ f5 Be6 Bxe6 Rxe6+ Kf7 Qb3 Rhe8 Re2+ Qd5 Qxb7+ Kf8 Bb4+ Kg8 Rxe8+ Rxe8 Bc3 Qf3+ Kc2 Qe4+ Kb2 Qf4 Qxc6 Rb8+ Kc2 Qf2+ Kd3 Qxh2 Qd5+ Kh8 Qxf5 Re8 Kc4 Qc7+ Kd3 Rc8 Qe4 Qxc3+ Ke2 Qb2+ Ke3 Qb3+ Kf4 Qf7+ Ke3 Rc3+ Kd2 Qa2+ Kxc3 Qa3+ Kc4 Qa4+ Kd5 Qd7+ Ke5 a6 Kf4 a5 Qa8+,A00,2,19.78,-216,Short,Mieses Opening: Reversed Rat,0.16,Intermediate,Intermediate,0.01
18292,WxJk6v8Q,True,65,mate,white,10+0,d4 e6 c4 d6 e4 Ne7 Nc3 Rg8 d5 h6 Nf3 Nd7 h4 Nc5 b4 Na6 a3 Ng6 Bd3 Ne7 g4 g6 h5 g5 Be3 Bg7 Qd2 e5 Nxg5 hxg5 Bxg5 Bxg4 h6 Bxh6 Rxh6 Qd7 Bxe7 Qxe7 f3 Bd7 O-O-O O-O-O Rdh1 Be8 Nb5 Kb8 c5 dxc5 Kb2 cxb4 axb4 Nxb4 d6 Nxd3+ Qxd3 Rg2+ Kb3 Qd7 dxc7+ Qxc7 Rd6 Qe7 Rxd8+ Qxd8 Qxd8#,A40,2,11.09,398,Short,Horwitz Defense,0.17,Advanced,Intermediate,0.02
18293,VESb9awj,True,69,mate,white,10+0,e4 e6 Nf3 f6 Nc3 d6 d4 Bd7 Bd3 Nc6 Be3 Nge7 a3 Rg8 h3 h6 Nh4 b6 e5 dxe5 Qh5+ g6 Bxg6+ Nxg6 Nxg6 Rxg6 Qxg6+ Ke7 dxe5 Nxe5 Qh7+ Nf7 O-O-O Qe8 f4 f5 Qg6 Nh8 Qg8 Ng6 h4 h5 Qh7+ Kf6 Bd4+ e5 fxe5+ Nxe5 Bxe5+ Qxe5 Rhe1 Qf4+ Kb1 Be6 Qh8+ Kf7 Qxh5+ Kf6 Qh8+ Kg6 Rxe6+ Kf7 Qf6+ Kg8 Qg6+ Bg7 Re7 Rf8 Qxg7#,C00,3,10.58,736,Short,French Defense: Knight Variation,0.15,Advanced,Intermediate,0.01
18294,mjGbn6SI,True,74,mate,black,10+0,d3 d5 Nc3 e5 Rb1 Nc6 a3 Nf6 Na2 Bc5 b3 Bf5 e3 e4 d4 Bb6 Bb5 O-O Be2 Qe7 b4 a5 b5 Na7 a4 c6 Nc3 c5 Ba3 Nd7 Nxd5 Qd8 Nxb6 Qxb6 d5 Ne5 c4 Rad8 Bf1 Nc8 Ne2 Nd6 Nf4 Ndxc4 Bxc4 Nxc4 Bc1 Qf6 Qe2 Qc3+ Bd2 Nxd2 Qxd2 Qxd2+ Kxd2 g5 Nh5 Rxd5+ Ke2 Bg4+ f3 exf3+ gxf3 Bxh5 Rhg1 f6 b6 Rfd8 Rb5 Rd2+ Kf1 Rxh2 Rxc5 Rd1#,A00,1,8.41,-394,Short,Mieses Opening,0.11,Intermediate,Advanced,0.01
18295,Wzrfe18O,True,51,mate,white,10+0,d4 d6 Bf4 Be6 e4 f6 d5 Bc8 Nc3 Nd7 Bb5 a6 Be2 b5 a3 Nb6 Nf3 Bd7 Nd4 Nc4 Rb1 Qc8 O-O Bh3 Bf3 Bxg2 Bxg2 g6 Ne6 Nh6 Nxf8 Rxf8 Bxh6 Rg8 Ne2 Ne5 Nf4 g5 Ne6 Ng4 Qxg4 Rg6 Qh3 g4 Qh5 Qd7 Bf8 Kf7 Qxh7+ Ke8 Qxg6#,A41,2,10.26,471,Short,Queen's Pawn,0.2,Advanced,Intermediate,0.02
18296,JI6g3u6f,True,102,resign,black,10+0,d3 e5 c3 d5 Bd2 Bd6 b3 Be6 a3 f6 Nf3 Ne7 Bc1 Qd7 Nbd2 c6 d4 e4 Nxe4 dxe4 Nd2 f5 Nc4 Bxc4 bxc4 Bc7 Be3 Qe6 Qa4 b6 d5 Qd7 Bg5 c5 Qxd7+ Nxd7 Bxe7 Kxe7 Rd1 Be5 d6+ Ke6 e3 Bxc3+ Ke2 Rhd8 g3 Ne5 Bh3 g6 Rc1 Bb2 Rb1 Bxa3 Rhd1 Rxd6 Rxd6+ Kxd6 Ra1 Bb4 Ra4 a5 Ra2 Rd8 Ra1 Nxc4 Rd1+ Kc7 Rc1 Rd2+ Kf1 Ne5 Kg2 Nd3 Rc4 Nxf2 g4 Nxg4+ Kg3 Nxe3 Rc1 Nd5 Bf1 a4 Ba6 a3 Bc4 Kd6 Bxd5 Kxd5 Ra1 a2 Rxa2 Rxa2 Kf4 Rxh2 Kg5 Bd2+ Kf6 b5 Kg7 b4,A00,2,7.98,-734,Short,Mieses Opening: Reversed Rat,0.08,Intermediate,Advanced,0.01
18297,vJP9nxFp,True,25,mate,white,10+0,e4 e5 Bd3 Bd6 Nf3 Nf6 O-O Ng4 Be2 Nxh2 Nxh2 Qh4 g3 Qxe4 Re1 Bc5 Bf1 Qd4 Re2 Qg4 Rxe5+ Be7 Qxg4 d6 Qxc8#,C20,3,2.16,179,Short,King's Pawn Game: Tortoise Opening,0.09,Intermediate,Intermediate,0.04
18298,pd12w5Nq,True,43,mate,white,10+0,e4 e5 Nf3 Bd6 Bc4 Nh6 d4 Nc6 Bxh6 gxh6 dxe5 Nxe5 Nxe5 Bxe5 Qd5 Qf6 O-O Bxb2 c3 Bxa1 f4 O-O e5 Qb6+ Kh1 c6 Qd6 Qe3 Rf3 Qe1+ Bf1 Qxb1 Rg3+ Qg6 f5 Qxg3 hxg3 Bxc3 Qxh6 Bxe5 f6 d6 Qg7#,C40,3,6.58,406,Short,King's Knight Opening,0.15,Advanced,Intermediate,0.02
18299,sBSbYjw9,True,124,draw,draw,10+0,d4 d5 c3 e6 Be3 Bd6 Na3 Nf6 Nb5 O-O Nxd6 cxd6 b3 Qc7 Rc1 Ne4 c4 dxc4 Rxc4 Qa5+ Bd2 Qxa2 Ra4 Qxd2+ Qxd2 Nxd2 Kxd2 Bd7 Rb4 Nc6 Rxb7 Nxd4 b4 Rfd8 e3 Rab8 Rxa7 Nb3+ Ke2 Rxb4 Nf3 Bb5+ Ke1 Bxf1 Rxf1 Nc5 Ke2 f5 Nd2 g6 Rc1 Ne4 Nxe4 Rxe4 Rac7 Rh4 Rc8 Rxc8 Rxc8+ Kg7 h3 h5 Rc6 d5 Rxe6 Kf7 Rd6 f4 Rxd5 fxe3 fxe3 Ke6 Rd8 Kf5 Rf8+ Ke4 Rg8 Kf5 g4+ hxg4 hxg4+ Rxg4 Rf8+ Ke4 Re8+ Kf5 Kd3 Rg3 Kd4 g5 e4+ Kf4 e5 Re3 e6 g4 e7 g3 Kd5 g2 Rg8 Kf3 e8=Q Rxe8 Rxe8 g1=Q Rf8+ Ke2 Re8+ Kd1 Kc4 Qg4+ Kc3 Qg7+ Kb4 Qd7 Re3 Qd2+ Rc3 Qb2+ Rb3 Kc2 Rxb2+ Kxb2,D00,2,12.19,34,Short,Queen's Pawn Game,0.1,Intermediate,Beginner,0.01
18300,RyKNLjnK,True,123,outoftime,white,10+0,b3 e6 Bb2 f6 d3 Ne7 Nd2 Rg8 g3 g5 Bg2 f5 e3 Bh6 Ne2 Nbc6 O-O b6 Bf6 Nb4 a3 Nbd5 c4 Nxf6 Bxa8 c6 b4 Ba6 b5 Bc8 bxc6 dxc6 Nd4 Bd7 Bb7 c5 N4f3 g4 Ne5 Bc8 Bg2 Bg7 Bc6+ Nd7 Bxd7+ Bxd7 Nxd7 Qxd7 Rb1 Qxd3 a4 Nc6 Rb3 Qd7 Ra3 Ne5 a5 b5 cxb5 Qxb5 Ra2 Nd3 Qb1 Nb4 Ra3 Kf7 Qb3 Qe2 Nc4 Rd8 Qb2 Qxc4 Qc1 Qe4 Qxc5 Bf8 Qc7+ Be7 Ra4 Kg6 Qxe7 Rb8 Qxa7 Rb7 Qd4 Nc6 Qxe4 fxe4 a6 Ra7 Rc1 Ne5 Rc5 Nd3 Rc6 Nb2 Rb4 Nd3 Rb7 Ra8 a7 Rxa7 Rxa7 Nb4 Rxe6+ Kf5 Rae7 Nd3 Rxe4 Kf6 Kg2 Ne1+ Kf1 Nf3 Rxh7 Ng5 Rh6+ Kg7 Rhe6 Nxe6 Rxe6 Kf7 Re4,A01,1,19.29,94,Short,Nimzo-Larsen Attack,0.16,Intermediate,Intermediate,0.01
18301,6gmLg92l,True,16,resign,black,10+0,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Bf5 Nh4 Qxh4 g3 Qf6,C42,9,1.97,-324,Short,Russian Game: Classical Attack,0.12,Intermediate,Advanced,0.06
18302,Qcr0AOQy,True,45,resign,white,10+0,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 Nc3 Nxc3 bxc3 Be7 Bc4 d5 Bb3 c6 O-O Bg4 Re1 O-O h3 Bh5 d4 Nd7 Qd3 b5 a4 a6 axb5 axb5 Rxa8 Qxa8 Rxe7 Re8 Rxd7 Bxf3 Qxf3 Re1+ Kh2 Qe8 Bd2 Rb1 Rb7 f6 Qe3,C42,9,10.6,-36,Short,Russian Game: Nimzowitsch Attack,0.24,Advanced,Advanced,0.02
